CMDLINE /home/yahya/.virtualenvs/cv3/bin/python2 koli_for_image.py
MEM 1.226562 1511579427.1681
MEM 37.816406 1511579427.2684
MEM 223.937500 1511579427.3688
MEM 318.765625 1511579427.4691
MEM 539.496094 1511579427.5697
MEM 756.437500 1511579427.6702
